ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,Review
29-28,28/03/23 09:52:15,https://twitter.com/vibrantvien8/status/1560645577544609792,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,"Ninoy not a hero, convicted murderer",@vibrantvien8,Orvien S. Cahipe,,Identified,09/15,75,4,,@bamaquino NINOY AQUINO IS NOT A HERO BUT A TRAITOR AND A CONVICTED MURDERER! THAT IS HISTORY NOT GOSSIP!,,"Text, Reply",19/08/22 15:11,,Rational,5,2,0,,,,"In 1987, the Supreme Court ruled that “…any judgment rendered by such [a] body relating to a civilian is null and void for lack of jurisdiction.” regarding Aquino's sentence by military tribunal. ",No bio and location,,
29-29,28/03/23 09:56:38,https://twitter.com/1kityoung/status/1560817175287730176,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,"Ninoy not a hero, convicted murderer",@1kityoung,Kit Young,"Dont revile d king even n ur thoughts or curse d rich n ur bedroom coz a bird of d #air may carry ur #words & @twitter on d #wing may #tweet what u say

",Identified,09/09,4842,5232,Traveler,"FACT! Ninoy is a CONVICT, Ninoy is not a hero! On November 25, 1977, Ninoy Aquino was CONVICTED on charges of murder, illegal possession of firearms and subversion and sentenced to death by firing squad. https://t.co/tBnm7GNTol https://t.co/VAxit0tdaj",,"Text, Image, URL, Reply",20/08/22 2:33,,Rational,295,74,109,,,,"In 1987, the Supreme Court ruled that “…any judgment rendered by such [a] body relating to a civilian is null and void for lack of jurisdiction.” regarding Aquino's sentence by military tribunal. ",,,
29-30,28/03/23 10:05:19,https://twitter.com/anggaspangmo/status/1561039858923196417,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,"Ninoy not a hero, convict, murder",@anggaspangmo,JG(Chef Gaspang),Man,Anonymous,09/09,491,126,Abu Dhabi,"@ChairAndyBau FACT! Ninoy is a CONVICT, Ninoy is not a hero! On November 25, 1977, Ninoy Aquino was CONVICTED on charges of murder, illegal possession of firearms and subversion and sentenced to death by firing squad. https://t.co/5P2HYYdDpC https://t.co/WwGYWOL8rh https://t.co/ZlXLlj2lsZ",,"Text, Reply, Image, URL",20/08/22 17:17,,Rational,0,0,0,,,,"In 1987, the Supreme Court ruled that “…any judgment rendered by such [a] body relating to a civilian is null and void for lack of jurisdiction.” regarding Aquino's sentence by military tribunal. ",,,
29-31,28/03/23 13:29:36,https://twitter.com/that_attitude/status/1555131624593174528,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,"Ninoy, Plaza Miranda, NPA",@that_attitude,ThePatriot,"Relationships are not about who look best in your arms, they are about who feel right in your heart.",Anonymous,01/12,112,135,"Northern Mindanao, Philippines","Correcting history is not revisionism. When we say Ninoy is not a hero, for example, is true because he was a traitor. He allied himself with Joma Sison to bring down Marcos. Ninoy knew beforehand that Plaza Miranda would be bombed by the NPA... This is history.",,Text,04/08/22 00:00,,Rational,3,0,1,,,,"There is no solid evidence yet that proves Ninoy Aquino's absence in the political rally has a direct connection to him orchestrating the bombing. Furthermore, no witnesses has ever tagged him as a suspect to the said bombing.

",,,
29-32,28/03/2023 13:56:18,https://twitter.com/HotKramer/status/1557886602981941248,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,"Ninoy, NPA, Malaysia, not a hero",@HotKramer,✌️para sa kinabukasan ng bayan,,Anonymous,04/13,358,441,Quezon City,"@BaldYol political, cultural and biases were started by Ninoy Aquino when he connive with the NPA and Malaysia that's why he was convicted for treason he is not a hero...",,"Text, Reply",12/08/22 00:00,,Rational,1,0,0,,,,"On conniving with NPA: ""Aquino was not mentioned as a co-founder or organizer of the MNLF, which was established in 1972 in Malaysia to initially seek independence of the Moros in the southern part of the Philippines."" In regards with the Sabah, Malaysia accusation, Aquino Sr. only meant to expose the massacre in his privilege speech at the Legislative Building and led the senate probe on the issue.",No bio. On conniving with NPA: https://verafiles.org/articles/vera-files-fact-check-enrile-asserts-unproven-claim-about-ni                           Link to fact checkabout Malaysia. ,,
29-33,28/03/2023 14:09:26,https://twitter.com/Tingoks1/status/1561037200766238720,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,"Aquino traitor, not a hero, Malaysia, Sabah",@Tingoks1,Marlin 6,Guwapings,Anonymous,01/21,500,27,,@inquirerdotnet This is useless if you remember this ninoy aquino are traitor not a hero nawala ang sabah napunta sa Malaysia dahil sa ka trayduran ni ninoy.. Nawalan ng Isla ang sultanate na pag mamaayari ng Philippines Ninoy Aquino bulok na hero traydor,,"Text, Reply",20/08/22 00:00,,Rational,8,8,0,,,,Aquino Sr. only meant to expose the Jabidah Massacre in his privilege speech at the Legislative Building and led the senate probe on the issue.,No location,,
29-34,28/03/23 18:33:45,https://twitter.com/Brad_Kardinal/status/1561072797522472960,29,"Cadiang, Ivan Cassidy",AQNO,Allegations Surrounding the Aquinos,"Ninoy traitor, Malaysia, not a hero",@Brad_Kardinal,PBBM-VPSARA For The Continuity 👊👊❤️💚🇵🇭,I'm so proud of the #DuterteLegacy. I love the landslide victory of #BBMSARA2022. I ❤️💚 the Philippines🇵🇭.,Anonymous,09/21,1783,2070,PRRD,"Ninoy is a traitor, an idiot and a destabilizer!
Ninoy sold Sabah to Malaysia!
Ninoy is a communist, just like Joma Sison!
Ninoy is the father of Noynoy – a former Nganga President.
Ninoy is the husband of Cory who stole the presidency of PFEM.

#NinoyNotAHero 
#ninoyisnotahero

{Alt-text image: pictures of Ninoy Aquino annotated with disinformation}",,"Text, Image",21/08/22 03:28,https://drive.google.com/file/d/1diBy-kNPGWeGi0xe8cFdoUoiAHEaZWZS/view?usp=share_link,Rational,187,38,77,15,,,"The claim on Ninoy Aquino selling Sabah is still unproven. Hermes Dorado, former national territory division head of the Department of Foreign Affairs, claimed in 2013 that Aquino met with then-Malaysian Prime Minister Mohammad Mahathir. In the supposed meeting, which allegedly took place before Aquino returned to the Philippines from self-exile in the United States, the former senator told Mahathir that he would drop the Philippines’ claim on Sabah once in power, in exchange for Malaysia’s support to oust Marcos. Aquino was assassinated on his return on Aug. 21, 1983.

Dorado said he indirectly confirmed this piece of information from former ambassador and retired general Rafael Ileto. This claim could not be verified by documents or other accounts.

[https://verafiles.org/articles/vera-files-fact-check-graphic-makes-false-unproven-claims-vs]

While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.

[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]","- Tagged as 'Anonymous' since account exhibits troll-like behavior; unsure if the name given is legitimate
- Location is a person, particulary Former President Rodrigo Roa Duterte (PRRD) ",,
29-35,28/03/23 18:36:21,https://twitter.com/marredroyalty/status/1296523948708962304,29,"Cadiang, Ivan Cassidy",AQNO,Allegations Surrounding the Aquinos,"Ninoy traitor, Malaysia, not a hero",@marredroyalty,"
Marjhon Havana","🇵🇭 Filipino Scientists, Filipino Inventors

(rare)",Identified,06/18,2475,2171,,"#NinoyIsNotAHero

Ninoy was many times a traitor, NEVER a hero. 
Ninoy founded Communist NPA
He bombed Plaza Miranda
He was a snitch to Malaysia on Marcos' efforts to recover Sabah
He had links with CIA 
He died a Malaysian not Filipino.

{Alt-text image: An infographic containing several illegitimate details about Ninoy Aquino}
",,"Text, Image, Reply",21/08/20 03:06,https://drive.google.com/file/d/1Lk40oC7b2REwGS35Ka3g76kFRrFe_f-h/view?usp=share_link,Rational,11,3,10,3,,,"While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.

[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]

There is no solid evidence yet that proves Ninoy Aquino's absence in the political rally has a direct connection to him orchestrating the bombing. Furthermore, no witnesses has ever tagged him as a suspect to the said bombing.

[https://factsfirstph-partners.rappler.com/4214/fact-check-jay-sonza-says-ninoy-aquino-jr-joma-sison-masterminds-1971-plaza-miranda-bombing/]

It is true that Marcos Sr. attempted to retrieve Sabah from Malaysia during the 1960s. However, there are no official documents or records that prove that Marcos Sr. failed because of Ninoy Aquino seeking an alliance with Malaysia.

[https://factsfirstph-partners.rappler.com/3095/fact-check-ninoy-aquino-allied-malaysia-stop-ferdinand-marcos-reclaim-sabah/]

Jose Ampeso, Vice Consul of the Philippine Consulate in New Orleans at the time and Aquino’s fraternity brother, revealed in 2014 that he provided two passports to Aquino upon the former senator’s request. One passport was under Aquino’s real name, while the other was under the alias “Marcial Bonifacio,” Ampeso said. 

Aquino’s “Marcial Bonifacio” passport was a Philippine travel document. It was secured through the help of ex-Mindanao congressman Rashid Lucman, according to a 2003 Philippine Daily Inquirer article quoting Cory Aquino. 

[https://verafiles.org/articles/vera-files-fact-check-ninoy-aquino-did-not-die-a-malaysian-citizen]",No location,,
29-36,28/03/23 18:37:10,https://twitter.com/maria47215/status/1034221929790459906,29,"Cadiang, Ivan Cassidy",AQNO,Allegations Surrounding the Aquinos,"Ninoy traitor, Malaysia, not a hero",@maria47215,シャネル❤️,"Great is the LORD, and greatly to be praised; and his greatness is unsearchable. PSALMS 145:3🙏🏻📖   CHURCH OF GOD - ACTS 20:2",Anonymous,07/14,3151,1951,Japan,"Ninoy was many times a traitor,
NEVER a hero. 
Ninoy founded Communist NPA
He bombed Plaza Miranda
He was a snitch to Malaysia on     Marcos' efforts to recover Sabah
He had links with CIA 
He died a Malaysian not Filipino.
#NeverAgainToAquinos 🎗👎🏻

#BBMtheRealVP

{Alt-text image: pictures of Ninoy Aquino with the phrase ""DYING FOR POLITICAL AMBITION IS NOT HEROISM""}",,"Text, Image, Reply",28/08/18 07:31,https://drive.google.com/file/d/1ILhfbs8DVZhBqYihlVpaGp3SOG8jNV3Z/view?usp=share_link,Rational,11,0,3,,,,"While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.

[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]

There is no solid evidence yet that proves Ninoy Aquino's absence in the political rally has a direct connection to him orchestrating the bombing. Furthermore, no witnesses has ever tagged him as a suspect to the said bombing.

[https://factsfirstph-partners.rappler.com/4214/fact-check-jay-sonza-says-ninoy-aquino-jr-joma-sison-masterminds-1971-plaza-miranda-bombing/]

It is true that Marcos Sr. attempted to retrieve Sabah from Malaysia during the 1960s. However, there are no official documents or records that prove that Marcos Sr. failed because of Ninoy Aquino seeking an alliance with Malaysia.

[https://factsfirstph-partners.rappler.com/3095/fact-check-ninoy-aquino-allied-malaysia-stop-ferdinand-marcos-reclaim-sabah/]

Jose Ampeso, Vice Consul of the Philippine Consulate in New Orleans at the time and Aquino’s fraternity brother, revealed in 2014 that he provided two passports to Aquino upon the former senator’s request. One passport was under Aquino’s real name, while the other was under the alias “Marcial Bonifacio,” Ampeso said. 

Aquino’s “Marcial Bonifacio” passport was a Philippine travel document. It was secured through the help of ex-Mindanao congressman Rashid Lucman, according to a 2003 Philippine Daily Inquirer article quoting Cory Aquino. 

[https://verafiles.org/articles/vera-files-fact-check-ninoy-aquino-did-not-die-a-malaysian-citizen]",Tagged as 'Anonymous' since full name cannot be deduced from the available information and pfp cannot be verified if it is legitimate,,
29-37,28/03/23 18:41:01,https://twitter.com/iMarkAndre/status/1031791737419821061,29,"Cadiang, Ivan Cassidy",AQNO,Allegations Surrounding the Aquinos,"Ninoy traitor, Malaysia, not a hero",@iMarkAndre,MARK ANDRÉ シ,Wanderlust | Traveler | Multilingual | Weird,Identified,06/10,257,153,Filipinas,"I don't consider Ninoy a hero but a traitor and criminal. He schemed with Joma Sison in founding the CPO-NDF-NPA, tha Plaza Miranda Bombing and the ceding to Malaysia of the Philippines' claim to Sabah.
#NinoyIsNotAHero #ninoyaquinoday",,Text,21/08/18 14:34,https://drive.google.com/file/d/11_FeUgkFtk1KL6TFseVOnMSmxlZ_OOh7/view?usp=share_link,Rational,142,4,80,4,,,"While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.

[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]

There is no solid evidence yet that proves Ninoy Aquino's absence in the political rally has a direct connection to him orchestrating the bombing. Furthermore, no witnesses has ever tagged him as a suspect to the said bombing.

[https://factsfirstph-partners.rappler.com/4214/fact-check-jay-sonza-says-ninoy-aquino-jr-joma-sison-masterminds-1971-plaza-miranda-bombing/]",Location might be pertaining to Philippines,,
29-38,28/03/23 18:43:16,https://twitter.com/DodongPags/status/1430087805372309507,29,"Cadiang, Ivan Cassidy",AQNO,Allegations Surrounding the Aquinos,"Ninoy traitor, Malaysia, not a hero",@DodongPags,Dodong Pags,I'm here to have some fun...for me it is more fun debunking the yellow black propaganda...pure DDS at heart...i created my fb and twitter acct. to support DDS.,Anonymous,05/21,2322,1681,"Butuan City, Caraga","NINOY AQUINO DEFINITELY NOT A HERO...

NINOY AQUINO WAS A TRAITOR...

NINOY AQUINO CREATED THE CPP/NPA/NDF WITH JOMA...

NINOY AQUINO CONVINCED NUR MISSUARE TO CREATE THE MNLF THRU LIES...

NINOY AQUINO SOLD SABBAH TO MALAYSIA FOR A BOATLOAD OF FIREARMS FOR THE REBELLION...",,Text,24/08/21 16:41,https://drive.google.com/file/d/1ChEJEmUloeAgYyddMs6TbTNWNU9uEms4/view?usp=share_link,Rational,0,0,0,,,,"While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.

[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]

The claim on Ninoy Aquino selling Sabah is still unproven. Hermes Dorado, former national territory division head of the Department of Foreign Affairs, claimed in 2013 that Aquino met with then-Malaysian Prime Minister Mohammad Mahathir. In the supposed meeting, which allegedly took place before Aquino returned to the Philippines from self-exile in the United States, the former senator told Mahathir that he would drop the Philippines’ claim on Sabah once in power, in exchange for Malaysia’s support to oust Marcos. Aquino was assassinated on his return on Aug. 21, 1983.

Dorado said he indirectly confirmed this piece of information from former ambassador and retired general Rafael Ileto. This claim could not be verified by documents or other accounts.

[https://verafiles.org/articles/vera-files-fact-check-graphic-makes-false-unproven-claims-vs]",Tagged as 'Anonymous' due to uncertainty of the pfp being legitimate + full name is not disclosed,,
29-39,28/03/23 18:50:41,https://twitter.com/fighthackers/status/1547960408887422982,29,"Cadiang, Ivan Cassidy",AQNO,Allegations Surrounding the Aquinos,"Ninoy died Malaysian, passport",@fighthackers,fighthackers,fighthackers,Anonymous,04/20,396,257,,"He died at the airport not as Ninoy Aquino but as Marcial Bonifacio, a foreigner. A Malaysian citizen to be exact.",,"Text, Reply",15/07/22 23:04,https://drive.google.com/file/d/1Kzm-8P1--qdFTIjGor6hU7GBmbKETLWz/view?usp=share_link,Rational,0,0,0,,,,"Jose Ampeso, Vice Consul of the Philippine Consulate in New Orleans at the time and Aquino’s fraternity brother, revealed in 2014 that he provided two passports to Aquino upon the former senator’s request. One passport was under Aquino’s real name, while the other was under the alias “Marcial Bonifacio,” Ampeso said. 

Aquino’s “Marcial Bonifacio” passport was a Philippine travel document. It was secured through the help of ex-Mindanao congressman Rashid Lucman, according to a 2003 Philippine Daily Inquirer article quoting Cory Aquino. 

[https://verafiles.org/articles/vera-files-fact-check-ninoy-aquino-did-not-die-a-malaysian-citizen]",No location,,
